id,Montavimo data,Kliento įmonės kodas,Kliento pavadinimas,Adresas,Įrangos pavadinimas,Serijos numeris,Prižiūri,Patikr. Periodiškumas,Sutartis YRA/NĖRA,Atlikta,Komentaras,Patikros data,Sekanti patikra
282,2020.07.23 00:00,124837110," J. E. Milerių odontologijos klinika","Algirdo g.13/8-16, Vilnius",Autoklavas  DOMINA PLUS B,,Gedvilas,1k/ metus,Nėra,Taip,,2/4/2025,2/4/2026
283,2017.02.07 00:00,124837110," J. E. Milerių odontologijos klinika","Algirdo g.13/8-16, Vilnius",Centrinis siurblys VS 300 S (šlapias),,Gedvilas,1k/ metus,Nėra,Ne,,,11/10/2025
284,2017.03.13 00:00,124837110," J. E. Milerių odontologijos klinika","Algirdo g.13/8-16, Vilnius",Centrinis siurblys VS 300 S (šlapias),,Gedvilas,1k/ metus,Nėra,Ne,,11/10/2024,11/10/2025
285,,124837110," J. E. Milerių odontologijos klinika","Algirdo g.13/8-16, Vilnius",Kompresorius Durr Tornado 2 su membr.,,Gedvilas,1k/ metus,Nėra,Taip,,10/8/2024,10/8/2025
286,2019.12.18 00:00,305295237," Majų odontologijos klinika",Aludarių g. Vilnius,Odontologijos centras INTEGO,253417,Gedvilas,1k/ metus,Nėra,Ne,"Nereikia patikrų, tvarko iš šalies kažkas. Jei suges, mokės daugiau",,10/15/2022
287,2019.12.18 00:00,305295237," Majų odontologijos klinika",Aludarių g. Vilnius,Odontologijos centras INTEGO,253416,Gedvilas,1k/ metus,Nėra,Ne,"Nereikia patikrų, tvarko iš šalies kažkas. Jei suges, mokės daugiau",,10/15/2022
288,2020.01.23 00:00,305295237," Majų odontologijos klinika",Aludarių g. Vilnius,Autoklavas  DOMINA PLUS B,,Gedvilas,1k/ metus,Nėra,Ne,"Nereikia patikrų, tvarko iš šalies kažkas. Jei suges, mokės daugiau",,10/15/2022
289,2020.01.23 00:00,305295237," Majų odontologijos klinika",Aludarių g. Vilnius,DurrCentrinis siurblys VS 600 šlapias,,Gedvilas,1k/ metus,Nėra,Ne,"Nereikia patikrų, tvarko iš šalies kažkas. Jei suges, mokės daugiau",,10/15/2022
290,2020.01.23 00:00,305295237," Majų odontologijos klinika",Aludarių g. Vilnius,Kompresorius Tornado 2 su membr.džiov.,L416271006,Gedvilas,1k/ metus,Nėra,Ne,"Nereikia patikrų, tvarko iš šalies kažkas. Jei suges, mokės daugiau",,10/15/2022
291,2017.06.14 00:00,151387774," Eglės Kireilienės klinika","Kauno g. 78, Marijampolės m., Marijampol",Kompresorius Tornado 2,J359497003,Tomas,1k/ metus,Nėra,Ne,Kontaktas: +370 610 41555. Daro priežiūras kaziolai garažiniai. Atsisakė,,8/3/2023
292,2013.05.22 00:00,112027077,Misko klinika/Moliaris,Pamėnkalnio 40,Odontologijos centras C8+,,Gedvilas,1k/ metus,Nėra,Ne,,9/15/2024,9/15/2025
293,2015.04.15 00:00,112027077,Misko klinika/Moliaris,Pamėnkalnio 40,Odontologinis centras Sirona C8+,,Gedvilas,1k/ metus,Nėra,Ne,,9/15/2024,9/15/2025
294,2015.04.15 00:00,112027077,Misko klinika/Moliaris,Pamėnkalnio 40,Vario DG / Arm L=80cm,,Gedvilas,1k/ metus,Nėra,Ne,,9/12/2024,9/15/2025
295,2013.05.22 00:00,,Misko klinika/Moliaris,Pamėnkalnio 40,Autoklavas  DOMINA PLUS B,,Gedvilas,1k/ metus,Nėra,Ne,,12/12/2024,12/13/2025
296,2015.04.15 00:00,112027077,Misko klinika/Moliaris,Pamėnkalnio 40,DurrCentrinis siurblys VS 600 šlapias,,Gedvilas,1k/ metus,Nėra,Ne,,12/12/2024,12/13/2025
297,2013.05.22 00:00,112027077,Misko klinika/Moliaris,Pamėnkalnio 40,Cattani kompresorius 2st.,,Gedvilas,1k/ metus,Nėra,Ne,,12/12/2024,12/13/2025
298,2015.04.15 00:00,," Medicinos Bankas",Pamėnkalnio 40,Autoklavas  DOMINA PLUS B,,,1k/ metus,,,,12/12/2024,12/13/2025
299,2016.10.10 00:00,302534422," L&B klinika","Vilniaus g.43/4, Molėtai",Kompresorius Tornado 2,,Artūras,1k/ metus,Nėra,Ne,Mardentas perėmęs,,9/15/2023
300,,302534422," L&B klinika","Vilniaus g.43/4, Molėtai",Odontologijos centras C8+,,Artūras,1k/ metus,Nėra,Ne,Mardentas perėmęs,,9/15/2023
301,,302534422," L&B klinika","Vilniaus g.43/4, Molėtai",Autoklavas  DOMINA PLUS B,,Artūras,1k/ metus,Nėra,Ne,Mardentas perėmęs,,9/15/2023
302,,," L&B klinika","Vilniaus g.43/4, Molėtai",Dentalinis rentgenas Vario DG,2602VA0394,Artūras,1k/ metus,Nėra,Ne,,3/3/2025,3/3/2026
303,2017.12.28 00:00,304315555," Rokiškio odontologijos klinika","Respublikos 60, Rokiškis",Odontologijos centras INTEGO,P,Gedvilas,1k/ metus,Nėra,Nera irangos,,,9/19/2024
304,2017.10.30 00:00,304315555," Rokiškio  odontologijos klinika","Respublikos 60, Rokiškis",Odontologijos centras INTEGO,,Gedvilas,1k/ metus,Nėra,Nera irangos,,,9/19/2024
305,2017.10.30 00:00,304315555," Rokiškio  odontologijos klinika","Respublikos 60, Rokiškis",Užlydymo NewSeal,0263,Gedvilas,1k/ metus,Nėra,Ne,,7/28/2025,7/28/2026
306,2017-03-13,304315555," Rokiškio  odontologijos klinika","Respublikos 60, Rokiškis",Autoklavas  DOMINA PLUS B,017136,Gedvilas,1k/ metus,Nėra,Ne,,7/28/2025,7/28/2026
307,2017-03-13,304315555," Rokiškio  odontologijos klinika","Respublikos 60, Rokiškis",Centrinis siurblys VS 300 S (šlapias),,Gedvilas,1k/ metus,Nėra,Ne,Nenauduoja,,9/19/2024
308,1/20/2023,304458934," Mindaugo laboratorija","Liepojos g. 7-16, Klaipėdos m.",Kompresorius Tornado 2,R478880011,Gedvilas,1k/ metus,Nėra,Taip,Naujas,,1/20/2024
309,7/31/2013,303076789,Auktaitijos odontologijos namai,"Aušros 29, Rokiškis",Odontologijos centras C8+,,,1k/ metus,,,,,
310,7/31/2013,303076789,Auktaitijos odontologijos namai,"Aušros 29, Rokiškis",Autoklavas  DOMINA PLUS B,,,1k/ metus,,,,10/10/2024,10/10/2025
311,8/19/2013,303076789,Aukštaitijos odontologijos namai,"Aušros 29, Rokiškis",Centrinis siurblys VS 300 S (šlapias),,,1k/ metus,,,,,
312,11/22/2021,302668268," Technidanta","Naudvariškių g.25, Mazūriškių km. Klaipė",Kompresorius Tornado 2 su membr.džiov.,N456907093,Gedvilas,1k/ metus,Nėra,Ne,Technidanta Giedrius +370 618 26 854,,11/22/2022
313,12/21/2017,124244035," Antakalnio poliklinika","Antakalnio g.59, Vilnius",Odontologijos centras INTEGO,,,1k/ metus,,,Baltmedas aptarnauja,,
314,,124244035," Antakalnio poliklinika","Antakalnio g.59, Vilnius",Odontologijos centras INTEGO,,,,,,Baltmedas aptarnauja,,
315,2017.12.21 00:00,304732552," Židentika","Gėlių g. 5-1, LT-39181 Pasvalys",Kompresorius Tornado 1su membr.džiov.,,Gedvilas,1k/ metus,Nėra,Ne,,2/5/2026,2/5/2027
316,2017.12.21 00:00,304732552," Židentika","Gėlių g. 5-1, LT-39181 Pasvalys",Centrinis siurblys VS 300 S (šlapias),,Gedvilas,1k/ metus,Nėra,Ne,,2/5/2026,11/27/2025
317,,304732552," Židentika","Gėlių g. 5-1, LT-39181 Pasvalys",Odontologijos centras INTEGO,,Gedvilas,1k/ metus,Nėra,Ne,,11/27/2024,2/5/2027
318,2016.08.30 00:00,135042056," Respublikinė Kauno ligoninė","Hipodromo g. 13, Kauno m., Kauno m. sav.",Paciento kėdė INTEGO,,Gedvilas,1k/ metus,Nėra,Ne,Reikia sutarties,,-
319,4/9/2014,177329059," Šilutės pirminės sveikatos priežiūros centras","Rusnės g. 1, Šilutės m., Šilutės r. sav.",Odontologijos centras C8+,0401,Gedvilas,1k/ metus,Nėra,Ne,Silutes pspc  Nida +370 653 69 373,,-
320,3/12/2014,135714657,V. Šaikaus IĮ,"Vėtrungės g. 6-44, Kauno m., Kauno m. sa",Rentgeno aparatas Vario DG / M=80cm,,Artūras,1k/ metus,Nėra,Ne,Parduota klinika,,6/15/2023
321,11/25/2014,302334628," Dragūnų odontologijos centras","Dragūnų g.1, Klaipėda",DurrCentrinis siurblys VS 600 šlapias,,Artūras,1k/ metus,Nėra,Ne,Dragunu od. c. Darius +370 687 38 844,,5/18/2023
322,1/24/2020,302435285," LAUSIMA","Atgimimo g. 39, LT-28138 Utena",Autoklavas  DOMINA PLUS B,+37061246475   F405,Gedvilas,1k/ metus,Nėra,Ne,,2025 01 02,2027 02 02
323,1/30/2015,300155085," Processus","Žiemgalių g. 3E, LT-48213 Kaunas",DurrCentrinis siurblys VS 600 šlapias,,,1k/ metus,,,"Nemokus, bet paskambinti",,
324,12/11/2018,304533881," Sversa",Architektų g.56-101,Autoklavas  DOMINA PLUS B  sn.018099,,,1k/ metus,,,Reikia pasiskambinti,,
325,12/3/2015,302563541," Virginsta Zarasų odontologijos klinika","Sporto g.14., Zarasai",Autoklavas  DOMINA PLUS B,,,1k/ metus,,,Reikia pasiskambinti,,
326,5/2/2016,124491377," A. Mackevičiaus odont. klinika","L. Stuokos-Gucevičiaus g. 9-9, Vilniaus","Autoklavas  DOMINA PLUS B,     SN15717",,,1k/ metus,,,Reikia pasiskambinti,,
327,4/16/2014,303222354," LOLIDENTA","Stoties g-vė ,49 Pasvalys",Autoklavas  DOMINA PLUS B,,,1k/ metus,,,Reikia pasiskambinti,,
328,8/12/2020,300768437," Šiuolaikinės odontologijos centras","J. Basanavičiaus g.29-6, Vilnius",Autoklavas  DOMINA PLUS B,,valdas,1k/ metus,,,Problematiškai mokus. Skambina patys,10/1/2025,10/1/2026
329,6/5/2018,304292811,Albadenta,"Pulko g 46, Alytus",Autoklavas  DOMINA PLUS B PB18084,,Gedvilas,1k/ metus,Nėra,Taip,,2/23/2025,2/23/2026
330,8/3/2021,304292811,Albadenta,"Pulko g 46, Alytus",Autoklavas  DOMINA PLUS B,,Gedvilas,1k/ metus,Nėra,Taip,,2/23/2025,2/23/2026
331,12/22/2017,5308293,Viešoji įstaiga Papilės ambulatorija,"J. Basanavičiaus g. 19A, Papilės mstl.",Autoklavas  DOMINA PLUS B,,,1k/ metus,,,Reikia pasiskambinti,,
332,6/1/2015,300054595," Palangos odontologijos centras","Vytauto g. 106/42, Palangos m., Palangos",Autoklavas  DOMINA PLUS B sn.13655,,Artūras,1k/ metus,Nėra,Ne,parduota imone,,
333,,300054595," Palangos odontologijos centras","Vytauto g. 106/42, Palangos m., Palangos",Autoklavas  DOMINA PLUS B,,Artūras,1k/ metus,Nėra,Ne,Reikia pasiskambinti,,
334,11/17/2022,142169463,"Brožynų sveikatos centras,","Brožynų g.8-28, Klaipėda",Autoklavas  DOMINA PLUS B,,Gedvilas,1k/ metus,Nėra,Ne,Brozynu klinika Marius +370 659 18 972,,11/17/2023
335,6/20/2016,125957582,"Dentastra , ","Rygos g.6-156, Vilnius",Autoklavas  DOMINA PLUS B,,Artūras,1k/ metus,Nėra,Ne,Nera,,
336,,125957582,"Dentastra , ","Rygos g.6-156, Vilnius",Autoklavas  DOMINA PLUS B,,Artūras,1k/ metus,Nėra,Ne,,6/30/2025,6/30/2026
337,6/12/2020,141885011,Švyturio odontologijos klinika,"Šermukšnių g. 1, Klaipėdos m., Klaipėdos",Autoklavas  DOMINA PLUS B,,Valdas,1k/ metus,Ne,Taip,Svyturio od kl Henrikas +370 698 88 148,10/28/2025,10/28/2026
338,,,Švyturio odontologijos klinika,"Šermukšnių g. 1, Klaipėdos m., Klaipėdos","Newseal užlydymo aparatas ",,Valdas,,,,,10/28/2025,10/28/2026
339,5/14/2013,147827189,I.Stauskienės stomatologijos kabinetas,"Marijonų g. 37A-35, LT-35126 Panevėžys",Autoklavas  DOMINA PLUS B,,Artūras,1k/ metus,Nėra,Ne,Nedirba,,
340,1/24/2022,301730934,IĮ Album dentis,"Sausio 15-osios g.13-22, Klaipėda",Autoklavas  DOMINA PLUS B,,Gedvilas,1k/ metus,Yra,Ne,Tadas +370 672 51 976,1/28/2022,1/28/2023
341,8/3/2022,305142647,"Naugarduko odontologijos klinika, MB","Kalnėnų g. 38, Vilnius",Autoklavas  DOMINA PLUS B,,Artūras,1k/ metus,,,,7/9/2025,7/9/2026
342,,305142647,"Naugarduko odontologijos klinika, MB","Kalnėnų g. 38, Vilnius",Siurblys VS 600,,Artūras,1k/ metus,,,Garantinis,7/9/2025,7/9/2026
343,,305142647,"Naugarduko odontologijos klinika, MB","Kalnėnų g. 38, Vilnius",Odontologinis centras C8+,,Artūras,1k/ metus,,,Nenaudojama kedė,,
344,3/24/2014,179468470,L.Kavaliauskienės dantų protezavimo įmonė,"Knygnešio g.30, Tauragė",Autoklavas  DOMINA PLUS B,PB14199,Artūras,1k/ metus,Yra,Ne,Liuda +370 699 04218,,12/10/2022
345,,179468470,L.Kavaliauskienės dantų protezavimo įmonė,"Knygnešio g.30, Tauragė",Užlydymo aparatas New Seal,0209,Artūras,1k/ metus,Yra,Ne,Reikia pasiskambinti,,12/10/2022
346,5/2/2022,124175913," Beadenta","Pylimo g.  63, Vilnius",Autoklavas  DOMINA PLUS B,,Valdas,1k/ metus,Nėra,Taip,,9/23/2025,9/23/2026
347,1/15/2014,26163339," Diodenta","Vydūno g. 7/38, Vilnius",Autoklavas  DOMINA PLUS B,,Gedvilas,1k/ metus,Nėra,Ne,,11/13/2024,11/13/2025
348,10/23/2013,302317689," Jugas","Sedos g. 8, LT-89233 Mažeikiai",Autoklavas  DOMINA PLUS B,,Artūras,1k/ metus,Nėra,Ne,Reikia pasiskambinti,,
349,,111959420,Nac. Vezio institutas,Vilnius,Sirona Intego,12053206,Gedvilas,1k/metus,Yra,Taip,"Tvarkinga, 54,45 eur",1/20/2025,1/20/2026
350,,303159295,Austri medica,Vilnius,OWANDY Elios AC rentgenas,31101209,Artūras,1k/metus,Yra,Taip,Tvarkinga,2/3/2025,2/3/2026
351,,,Austri medica,Vilnius,Autoklavas  DOMINA PLUS B,,Artūras,1k/metus,Nėra,Taip,Tvarkinga,11/7/2024,11/7/2025
352,,302533936,S. Damalkienės odontologijos klinika,Kėdainiai,Sirona Heliodent Vario rentgenas,3512,Artūras,1k/metus,Yra,Taip,Tvarkinga,3/14/2025,3/14/2026
353,,304819391,Odontologija jums,"Miško g. 25A, LT-44313 Kaunas",Autoklavas  DOMINA PLUS B,008056,,1k/metus,Yra,Ne,Reikia pasiskambinti,4/7/2022,4/7/2023
354,,302424189,"APAS, IĮ odontologijos kabinetas",Vilnius,Sirona Heliodent Vario,08587,Artūras,1k/metus,Yra,Taip,Paskambinti nuo 2025-01-01,10/10/2022,10/10/2023
355,,122410490,N. Jakienės stomatologijos kabinetas,"Subačiaus g. 10-7, LT-01302 Vilnius",Owandy Elios AC,27070163,Artūras,1k/metus,Yra,Taip,Tvarkinga,7/22/2025,7/22/2026
356,,300929591,Sidenta,Pasvalys,Owandy Altis DC,,Artūras,1k/metus,Yra,Taip,Paskambinti dėl sutarties liepos 25d.,8/30/2023,8/30/2024
357,,300929591,Sidenta,Pasvalys,Stomatologijos centras A-Dec 500,,Artūras,1k/metus,Nėra,Ne,"  Mardentas peremes",,7/25/2023
358,,300929591,Sidenta,Pasvalys,Catani Vakuumo siurblys (Šlapias),,Artūras,1k/metus,Nėra,Ne,"  Mardentas peremes",,7/25/2023
359,,304514532," Gintariniai Žirgai",Palanga,Gierth Rentgeno diagnost. Sistema,,Artūras,1k/metus,Yra,Taip,,3/20/2024,3/20/2025
360,,300518095,DENTEMA,"Taikos pr. 75-39, LT-50434 Kaunas","Sirona C8+, Heliodent DC",,Gedvilas,1k/metus,Yra (neterminuota),Ne,Baltmed aptarnauja,6/7/2024,6/7/2025
361,,135751837,"Drulienes ","Antanavos g. 9-39, LT-46273 Kaunas",Sirona Heliodent Vario,03512,Artūras,1k/metus,Yra,taip,,5/26/2025,5/26/2026
362,,235745550,Minkevičienės I.Į,"Šarkuvos g. 13-30, LT-48155 Kaunas",Sirona Heliodent Vario,,,1k/metus,Nėra,Ne," perėmęs Baltmed",,4/16/2019
363,,302812359,Nident,"Durpyno g. 12A, Mažeikiai",Sirona rentgenas Vario DG,2901VF2825,Artūras,1k/metus,Nėra,Ne,Pratęsimo neturi sutarties,,4/15/2017
364,,302812359,Nident,"Durpyno g. 12A, Mažeikiai",Odontologijos centras C8+,29767,Artūras,1k/metus,Nėra,Ne,Pratęsimo neturi sutarties,,4/15/2017
365,,302812359,Nident,"Durpyno g. 12A, Mažeikiai",Autoklavas Domina Plus B,12555,Artūras,1k/metus,Nėra,Ne,Pratęsimo neturi sutarties,,4/15/2017
366,,302812359,Nident,"Durpyno g. 12A, Mažeikiai",Kompresorius Catanni,,Artūras,1k/metus,Nėra,Ne,Pratęsimo neturi sutarties,,4/15/2017
367,,302812359,Nident,"Durpyno g. 12A, Mažeikiai",Siurblys Catanni,,Artūras,1k/metus,Nėra,Ne,Pratęsimo neturi sutarties,,4/15/2017
368,2/7/2013,300065905," Euroklinika","M. Marcinkevičiaus g.116, Vilnius","SIRONA Heliodent Plus ",,Artūras,1k/metus,Nėra,Ne,Nebenaudoja rentgeno. Paskambins pats jei kas 852723683,,2/7/2014
369,,124424439,Dentiklas,"M.K.Čiurlionio g. 84B-59, LT-03107 Vilnius",Durr Hygopac View Užlydymo aparatas,,Tomas,1k/metus,Nėra,Taip,Parduotas 2022-03-17. Garantinis,12/3/2024,12/3/2025
370,9/4/2008,122019919,Pašilaičių Šeimos Medicinos Centras,"Žemynos g. 2, LT-06135 Vilnius",Autoklavas Domina Plus B,6468,Artūras/Tomas,1k/metus,Nėra,Taip,Tel:+37052490644,11/8/2024,11/8/2025
371,4/29/2004,,Lasionienės I.Į,"Mūsninkų 1-23, Vilnius",Autoklavas Domina Plus B,1389,Artūras,1k/metus,Nėra,Ne,tel:868577673,11/7/2024,11/7/2025
372,10/24/2023,148241318,Kazlauskienės klinika,"Kranto g. 9A-3, Panevėžys",Kompresorius Tornado 1,,Tomas,1k/metus,,,"Garantinis, pirkta 2023-10-25.",,
373,,148241318,Kazlauskienės klinika,"Kranto g. 9A-3, Panevėžys",AUtoklavas Domina,,Tomas,1k/metus,,,,,1/1/2025
374,11/22/2023,,VŠI Salantu PSPC,,VistaScan Mini Easy 2.0,P46915114,,1k/metus,,,,6/25/2025,6/25/2026
375,12/18/2008,,A. Brazauskienes,Kanarskio 4,Domina Plus B,7480,,1k/metus,,,,2/14/2025,2/14/2026
376,4/15/2008,,Gorbac,"Ginietiskes, Alyvogiu į",Domina Plus B,6450,,1k/metus,,,,2/1/2025,2/1/2026
377,10/20/2014,303286691," Grybo klinika","L. Sapiegos g. 4-18, Vilniaus",Sirona Vario DG,3002VF4427,,1k/metus,,,,3/26/2025,3/26/2026
378,2019,303290526,Šypsenos rūmai tel.069688088,Vilniaus g. 35-101,Hygopac View,L415987024,,1k/metus,,,,4/2/2025,4/2/2026
379,2019,303290526,Šypsenos rūmai tel.069688088,Vilniaus g. 35-101,Hygoclave 90,L406194004,,1k/metus,,,,4/18/2025,4/18/2026
380,2019,303290526,Šypsenos rūmai tel.069688088,Vilniaus g. 35-101,Vandens Filtrai,,,1k/metus,,,,4/2/2025,
381,1/8/2009,186483138," Alstoma","V. Sirokomles g.11-1, Nemezis",Domila plus B,7493,,1k/metus,,,,4/7/2025,4/7/2026
382,,305034511,Inovejos centras,"Rokiškio r. sav., Kamajai, Šilo g. 9,",Hygoclave 40 plus,,,1k/metus,,,,2/14/2025,2/15/2026
383,,306131529,MB Tavo dantys,"Klaipeda, Pietine g. 3-1,",Hygoclave 40 plus,20FSTN10H100344,,1k/metus,,,,1/15/2025,2/15/2026
384,,305567160," Balta akvarele",S. Daukanto g.2,Hygoclave 40 plus,22JSTN10H100606,,1k/metus,,,,1/15/2025,1/15/2026
385,,," Dentalux ","Vyduno al. 33, Kaunas",Domila plus B,,,1k/metus,,,,4/15/2025,4/15/2026
386,,300609716,Žaliakalnio odontologijos klinika,"Aušros g.20-1, Kaunas",Siroclave B,4268,,1k/metus,,,,4/15/2025,4/15/2026
387,,302852446,PR Klinika,"Baršausko g. 55-10 ,Kaunas",Domina plus B,8072,,1k/metus,,,,6/5/2025,6/5/2026
388,,,,Savanoriu pr. Kaunas,Domina plus B,,,1k/metus,,,,,
389,,241743080,Baltdenta,"Baltijos pr. 109-1, Klaipeda",Heliodent DS,23228,,1k/metus,,,,5/15/2025,5/15/2026
390,,153722050,"T. Lingio Odontologijos Klinika, IĮ   ","Statybininkų g. 30-37, LT-63417 Alytus  ",VistaScan Mini Easy 2.0 fosforo plokštel,S495468020,,1k/metus,,,,10/10/2025,
391,,153722050,"T. Lingio Odontologijos Klinika, IĮ   ","Statybininkų g. 30-37, LT-63417 Alytus  ","VistaCam iX HD camera          ",R495257001,,1k/metus,,,,10/10/2025,
392,,305288997,Domsana,"Aušros g. 4         ",Hygoclave 40 plus,GSTN10H100557,,1k/metus,2021,,,9/13/2025,9/13/2026
393,,305288997,Domsana,Aušros g. 5,VS1200 S,N458075056,,1k/metus,202109,,,9/13/2025,9/14/2026
394,,305288997,Domsana,Aušros g. 6,"Kompresorius Tornado 4 ",N446025023,,1k/metus,202101,,,9/13/2025,9/15/2026
395,3/3/2026,305248942,"Praktinė chirurgija JDM klinika ","Žvalgų 7 , Vilnius ","Vista Intra DC dentalinis ",T204411248,,1k/metus,,,,3/3/2026,3/3/2027
396,3/3/2026,305248942,"Praktinė chirurgija JDM klinika ","Žvalgų 7 , Vilnius ","VistaPano 2D S ",S220840286,,1k/metus,,,,3/3/2026,3/3/2027
397,2/3/2025,305248942,"Praktinė chirurgija JDM klinika ","Žvalgų 7 , Vilnius ","Thermosealer Newseal DXP    ","NS001675   ",,1k/metus,,,,2/3/2026,2/3/2027
398,2/3/2025,305248942,"Praktinė chirurgija JDM klinika ","Žvalgų 7 , Vilnius ","Autoklavas  ""DXPclave""   naujas   ",GBP240159,,1k/metus,,,,2/3/2026,2/3/2027
399,3/4/2026,305248942,"Praktinė chirurgija JDM klinika ","Žvalgų 7 , Vilnius ","Sitona Intego ",378324,,1k/metus,,,,,12/3/2026
400,3/20/2026,307153037,"Šiaulių odontologijos klinika ","Vilniaus g 251-40 , Šiauliai ","Vista Intra DC dentalinis ",T204411107,,1k/metus,,,,3/20/2026,3/20/2027
401,3/21/2026,307153037,"Šiaulių odontologijos klinika ","Vilniaus g 251-40 , Šiauliai ","Vista Intra DC dentalinis ",T204411108,,1k/metus,,,,3/20/2026,3/20/2027
402,12/4/2025,135828415,M. Zabielsko stomat. kabinetas,A. Mickevičiaus g. 8    kaunas,"Autoklavas  ""DXPclave"" 18 L      ",GAP250016,,1k/metus,,,,12/4/2025,12/4/2026
403,2/2/2026,152565571,"UAB ""Vakarų amatininkai ir Ko""   (ROK Klinika) Kristina gyd ","Savanorių g,216, Kaunas ","Autoklavas  ""DXPclave"" 18 L      "," GAP250049  ",,1k/metus,,,,2/2/2026,2/2/2027
404,9/9/2025,180376179,"UAB ""Aspidontas""    ","Vytenio g.19, telšiai       ","Autoklavas  ""DXPclave"" 18 L      ",GAP250014,,1k/metus,,,,9/9/2025,9/9/2026
405,3/12/2021,302347732,"  UAB ""Kridenta""","Kaunas, Rasytės g. 3, LT-48127       ","Thermosealer Newseal DXP        ",NS000782,,1k/metus,,,,4/28/2026,4/28/2027
